route name,olon,olat,dlon,dlat,country_dep,country_arr
"Indonesia-US, Batu Ampar - Miami",104.0267,1.1409,-80.1826,25.7781,Indonesia,US
"Indonesia-Vietnam, Batu Ampar - Cat Lai (Saïgon/HCM)",104.0267,1.1409,106.7722,10.768,Indonesia,Vietnam
"Indonesia-Vietnam, Batu Ampar - Cai Mep–Thi Vai",104.0267,1.1409,107.03,10.52,Indonesia,Vietnam
"Indonesia-Vietnam, Batu Ampar - Hai Phong",104.0267,1.1409,106.6833,20.85,Indonesia,Vietnam
"Indonesia-Vietnam, Batu Ampar - Cam Pha",104.0267,1.1409,107.3,21.0167,Indonesia,Vietnam
"Indonesia-Vietnam, Batu Ampar - Da Nang",104.0267,1.1409,108.2333,16.0833,Indonesia,Vietnam
"Indonesia-Vietnam, Batu Ampar - Quy Nhon",104.0267,1.1409,109.2333,13.7667,Indonesia,Vietnam
"Indonesia-Vietnam, Batu Ampar - Nha Trang",104.0267,1.1409,109.1958,12.25,Indonesia,Vietnam
"Indonesia-Vietnam, Batu Ampar - Can Tho",104.0267,1.1409,105.7689,10.031,Indonesia,Vietnam
"Indonesia-Vietnam, Batu Ampar - Vung Tau",104.0267,1.1409,107.085,10.3531,Indonesia,Vietnam
"Indonesia-Vietnam, Batu Ampar - Phu My",104.0267,1.1409,107.0232,10.5087,Indonesia,Vietnam
"Indonesia-South Korea, Batu Ampar - Busan",104.0267,1.1409,129.0403,35.1028,Indonesia,South Korea
"Indonesia-South Korea, Batu Ampar - Gwangyang",104.0267,1.1409,127.7667,34.9167,Indonesia,South Korea
"Indonesia-South Korea, Batu Ampar - Incheon",104.0267,1.1409,126.6166,37.4489,Indonesia,South Korea
"Indonesia-South Korea, Batu Ampar - Mokpo",104.0267,1.1409,126.3886,34.7936,Indonesia,South Korea
"Indonesia-South Korea, Batu Ampar - Ulsan",104.0267,1.1409,129.3722,35.5194,Indonesia,South Korea
"Indonesia-South Korea, Batu Ampar - Yeosu",104.0267,1.1409,127.7383,34.7541,Indonesia,South Korea
"Indonesia-Australia, Batu Ampar - Sydney",104.0267,1.1409,151.2093,-33.8587,Indonesia,Australia
"Indonesia-Australia, Batu Ampar - Melbourne",104.0267,1.1409,144.9633,-37.8141,Indonesia,Australia
"Indonesia-Australia, Batu Ampar - Brisbane",104.0267,1.1409,153.1175,-27.3842,Indonesia,Australia
"Indonesia-Australia, Batu Ampar - Fremantle",104.0267,1.1409,115.7481,-32.0525,Indonesia,Australia
"Indonesia-Australia, Batu Ampar - Port Hedland",104.0267,1.1409,118.574,-20.32,Indonesia,Australia
"Indonesia-Australia, Batu Ampar - Darwin",104.0267,1.1409,130.8456,-12.4634,Indonesia,Australia
"Indonesia-Australia, Batu Ampar - Adelaide",104.0267,1.1409,138.5056,-34.8444,Indonesia,Australia
"Indonesia-Australia, Batu Ampar - Newcastle",104.0267,1.1409,151.7817,-32.9267,Indonesia,Australia
"Indonesia-China, Batu Ampar - Shanghai",104.0267,1.1409,121.489,31.4064,Indonesia,China
"Indonesia-China, Batu Ampar - Ningbo-Zhoushan",104.0267,1.1409,121.8107,29.9346,Indonesia,China
"Indonesia-China, Batu Ampar - Shenzhen",104.0267,1.1409,113.8979,22.5618,Indonesia,China
"Indonesia-China, Batu Ampar - Guangzhou",104.0267,1.1409,113.5596,23.101,Indonesia,China
"Indonesia-China, Batu Ampar - Qingdao",104.0267,1.1409,120.3203,36.1069,Indonesia,China
"Indonesia-China, Batu Ampar - Tianjin",104.0267,1.1409,117.7339,38.9708,Indonesia,China
"Indonesia-China, Batu Ampar - Dalian",104.0267,1.1409,121.6167,38.9333,Indonesia,China
"Indonesia-China, Batu Ampar - Xiamen",104.0267,1.1409,118.0648,24.4458,Indonesia,China
"Indonesia-China, Batu Ampar - Lianyungang",104.0267,1.1409,119.5292,34.7306,Indonesia,China
"Indonesia-China, Batu Ampar - Yingkou",104.0267,1.1409,122.2352,40.671,Indonesia,China
"Indonesia-SAFR, Batu Ampar - Durban",104.0267,1.1409,31.0218,-29.8719,Indonesia,SAFR
"Indonesia-SAFR, Batu Ampar - Cape Town",104.0267,1.1409,18.435,-33.918,Indonesia,SAFR
"Indonesia-SAFR, Batu Ampar - Port Elizabeth",104.0267,1.1409,25.6022,-33.917,Indonesia,SAFR
"Indonesia-SAFR, Batu Ampar - Richards Bay",104.0267,1.1409,32.0377,-28.783,Indonesia,SAFR
"Indonesia-SAFR, Batu Ampar - Mossel Bay",104.0267,1.1409,22.146,-34.1809,Indonesia,SAFR
"Indonesia-SAFR, Batu Ampar - East London",104.0267,1.1409,27.9116,-33.0176,Indonesia,SAFR
"Indonesia-SAFR, Batu Ampar - Ngqura",104.0267,1.1409,25.688,-33.795,Indonesia,SAFR
"Indonesia-SAFR, Batu Ampar - Port Nolloth",104.0267,1.1409,16.861,-29.2402,Indonesia,SAFR
"Indonesia-India, Boom Baru - Jawaharlal Nehru Port (JNPT)",104.81,-2.9986,72.9416,18.9633,Indonesia,India
"Indonesia-India, Boom Baru - Mundra Port",104.81,-2.9986,69.7079,22.7407,Indonesia,India
"Indonesia-India, Boom Baru - Deendayal (Kandla)",104.81,-2.9986,70.2167,23.0333,Indonesia,India
"Indonesia-India, Boom Baru - Mumbai Port",104.81,-2.9986,72.8371,18.9517,Indonesia,India
"Indonesia-India, Boom Baru - Chennai Port",104.81,-2.9986,80.2824,13.0837,Indonesia,India
"Indonesia-India, Boom Baru - Ennore (Kamarajar) Port",104.81,-2.9986,80.3395,13.2535,Indonesia,India
"Indonesia-India, Boom Baru - Visakhapatnam Port",104.81,-2.9986,83.2824,17.6902,Indonesia,India
"Indonesia-India, Boom Baru - Kolkata (Syama Prasad Mookerjee) Port",104.81,-2.9986,88.3121,22.5462,Indonesia,India
"Indonesia-India, Boom Baru - Paradip Port",104.81,-2.9986,86.6086,20.3167,Indonesia,India
"Indonesia-India, Boom Baru - Tuticorin (V.O.C.) Port",104.81,-2.9986,78.1346,8.7691,Indonesia,India
"Indonesia-Japan, Boom Baru - Yokohama",104.81,-2.9986,139.638,35.4536,Indonesia,Japan
"Indonesia-Japan, Boom Baru - Tokyo",104.81,-2.9986,139.7639,35.6406,Indonesia,Japan
"Indonesia-Japan, Boom Baru - Kobe",104.81,-2.9986,135.187,34.678,Indonesia,Japan
"Indonesia-Japan, Boom Baru - Nagoya",104.81,-2.9986,136.8806,35.0885,Indonesia,Japan
"Indonesia-Japan, Boom Baru - Osaka",104.81,-2.9986,135.409,34.6431,Indonesia,Japan
"Indonesia-Japan, Boom Baru - Chiba",104.81,-2.9986,140.0895,35.5959,Indonesia,Japan
"Indonesia-Japan, Boom Baru - Kitakyushu",104.81,-2.9986,130.8757,33.9056,Indonesia,Japan
"Indonesia-Japan, Boom Baru - Shimizu",104.81,-2.9986,138.4885,35.0172,Indonesia,Japan
"Indonesia-Japan, Boom Baru - Hiroshima",104.81,-2.9986,132.4645,34.3647,Indonesia,Japan
"Indonesia-Japan, Boom Baru - Kagoshima",104.81,-2.9986,130.5512,31.5368,Indonesia,Japan
"Indonesia-Russia, Boom Baru - Saint-Pétersbourg",104.81,-2.9986,30.3062,59.9339,Indonesia,Russia
"Indonesia-Russia, Boom Baru - Novorossiysk",104.81,-2.9986,37.7682,44.7244,Indonesia,Russia
"Indonesia-Russia, Boom Baru - Vladivostok",104.81,-2.9986,131.8747,43.1056,Indonesia,Russia
"Indonesia-Russia, Boom Baru - Mourmansk",104.81,-2.9986,33.0744,68.9707,Indonesia,Russia
"Indonesia-Russia, Boom Baru - Arkhangelsk",104.81,-2.9986,40.5433,64.5401,Indonesia,Russia
"Indonesia-Russia, Boom Baru - Nakhodka",104.81,-2.9986,132.8667,42.7833,Indonesia,Russia
"Indonesia-Russia, Boom Baru - Oust-Louga",104.81,-2.9986,28.3292,59.6731,Indonesia,Russia
"Indonesia-Russia, Boom Baru - Primorsk",104.81,-2.9986,28.7389,60.3668,Indonesia,Russia
"Indonesia-Russia, Boom Baru - Vostochny",104.81,-2.9986,133.0989,42.7278,Indonesia,Russia
"Indonesia-Russia, Boom Baru - Kaliningrad",104.81,-2.9986,20.5332,54.6981,Indonesia,Russia
"Indonesia-US, Boom Baru - Los Angeles",104.81,-2.9986,-118.276,33.7326,Indonesia,US
"Indonesia-US, Boom Baru - Long Beach",104.81,-2.9986,-118.2167,33.7542,Indonesia,US
"Indonesia-US, Boom Baru - New York & New Jersey",104.81,-2.9986,-74.0413,40.6681,Indonesia,US
"Indonesia-US, Boom Baru - Savannah",104.81,-2.9986,-81.0912,32.0809,Indonesia,US
"Indonesia-US, Boom Baru - Houston",104.81,-2.9986,-95.2633,29.739,Indonesia,US
"Indonesia-US, Boom Baru - Virginia (Norfolk Portsmouth)",104.81,-2.9986,-76.3111,36.8674,Indonesia,US
"Indonesia-US, Boom Baru - Oakland",104.81,-2.9986,-122.279,37.795,Indonesia,US
"Indonesia-US, Boom Baru - Charleston",104.81,-2.9986,-79.9256,32.7821,Indonesia,US
"Indonesia-US, Boom Baru - Seattle/Tacoma",104.81,-2.9986,-122.3408,47.6017,Indonesia,US
"Indonesia-US, Boom Baru - Miami",104.81,-2.9986,-80.1826,25.7781,Indonesia,US
"Indonesia-Vietnam, Boom Baru - Cat Lai (Saïgon/HCM)",104.81,-2.9986,106.7722,10.768,Indonesia,Vietnam
"Indonesia-Vietnam, Boom Baru - Cai Mep–Thi Vai",104.81,-2.9986,107.03,10.52,Indonesia,Vietnam
"Indonesia-Vietnam, Boom Baru - Hai Phong",104.81,-2.9986,106.6833,20.85,Indonesia,Vietnam
"Indonesia-Vietnam, Boom Baru - Cam Pha",104.81,-2.9986,107.3,21.0167,Indonesia,Vietnam
"Indonesia-Vietnam, Boom Baru - Da Nang",104.81,-2.9986,108.2333,16.0833,Indonesia,Vietnam
"Indonesia-Vietnam, Boom Baru - Quy Nhon",104.81,-2.9986,109.2333,13.7667,Indonesia,Vietnam
"Indonesia-Vietnam, Boom Baru - Nha Trang",104.81,-2.9986,109.1958,12.25,Indonesia,Vietnam
"Indonesia-Vietnam, Boom Baru - Can Tho",104.81,-2.9986,105.7689,10.031,Indonesia,Vietnam
"Indonesia-Vietnam, Boom Baru - Vung Tau",104.81,-2.9986,107.085,10.3531,Indonesia,Vietnam
"Indonesia-Vietnam, Boom Baru - Phu My",104.81,-2.9986,107.0232,10.5087,Indonesia,Vietnam
"Indonesia-South Korea, Boom Baru - Busan",104.81,-2.9986,129.0403,35.1028,Indonesia,South Korea
"Indonesia-South Korea, Boom Baru - Gwangyang",104.81,-2.9986,127.7667,34.9167,Indonesia,South Korea
"Indonesia-South Korea, Boom Baru - Incheon",104.81,-2.9986,126.6166,37.4489,Indonesia,South Korea
"Indonesia-South Korea, Boom Baru - Mokpo",104.81,-2.9986,126.3886,34.7936,Indonesia,South Korea
"Indonesia-South Korea, Boom Baru - Ulsan",104.81,-2.9986,129.3722,35.5194,Indonesia,South Korea
"Indonesia-South Korea, Boom Baru - Yeosu",104.81,-2.9986,127.7383,34.7541,Indonesia,South Korea
"Indonesia-Australia, Boom Baru - Sydney",104.81,-2.9986,151.2093,-33.8587,Indonesia,Australia
"Indonesia-Australia, Boom Baru - Melbourne",104.81,-2.9986,144.9633,-37.8141,Indonesia,Australia
"Indonesia-Australia, Boom Baru - Brisbane",104.81,-2.9986,153.1175,-27.3842,Indonesia,Australia
"Indonesia-Australia, Boom Baru - Fremantle",104.81,-2.9986,115.7481,-32.0525,Indonesia,Australia
"Indonesia-Australia, Boom Baru - Port Hedland",104.81,-2.9986,118.574,-20.32,Indonesia,Australia
"Indonesia-Australia, Boom Baru - Darwin",104.81,-2.9986,130.8456,-12.4634,Indonesia,Australia
"Indonesia-Australia, Boom Baru - Adelaide",104.81,-2.9986,138.5056,-34.8444,Indonesia,Australia
"Indonesia-Australia, Boom Baru - Newcastle",104.81,-2.9986,151.7817,-32.9267,Indonesia,Australia
"Indonesia-China, Boom Baru - Shanghai",104.81,-2.9986,121.489,31.4064,Indonesia,China
"Indonesia-China, Boom Baru - Ningbo-Zhoushan",104.81,-2.9986,121.8107,29.9346,Indonesia,China
"Indonesia-China, Boom Baru - Shenzhen",104.81,-2.9986,113.8979,22.5618,Indonesia,China
"Indonesia-China, Boom Baru - Guangzhou",104.81,-2.9986,113.5596,23.101,Indonesia,China
"Indonesia-China, Boom Baru - Qingdao",104.81,-2.9986,120.3203,36.1069,Indonesia,China
"Indonesia-China, Boom Baru - Tianjin",104.81,-2.9986,117.7339,38.9708,Indonesia,China
"Indonesia-China, Boom Baru - Dalian",104.81,-2.9986,121.6167,38.9333,Indonesia,China
"Indonesia-China, Boom Baru - Xiamen",104.81,-2.9986,118.0648,24.4458,Indonesia,China
"Indonesia-China, Boom Baru - Lianyungang",104.81,-2.9986,119.5292,34.7306,Indonesia,China
"Indonesia-China, Boom Baru - Yingkou",104.81,-2.9986,122.2352,40.671,Indonesia,China
"Indonesia-SAFR, Boom Baru - Durban",104.81,-2.9986,31.0218,-29.8719,Indonesia,SAFR
"Indonesia-SAFR, Boom Baru - Cape Town",104.81,-2.9986,18.435,-33.918,Indonesia,SAFR
"Indonesia-SAFR, Boom Baru - Port Elizabeth",104.81,-2.9986,25.6022,-33.917,Indonesia,SAFR
"Indonesia-SAFR, Boom Baru - Richards Bay",104.81,-2.9986,32.0377,-28.783,Indonesia,SAFR
"Indonesia-SAFR, Boom Baru - Mossel Bay",104.81,-2.9986,22.146,-34.1809,Indonesia,SAFR
"Indonesia-SAFR, Boom Baru - East London",104.81,-2.9986,27.9116,-33.0176,Indonesia,SAFR
"Indonesia-SAFR, Boom Baru - Ngqura",104.81,-2.9986,25.688,-33.795,Indonesia,SAFR
"Indonesia-SAFR, Boom Baru - Port Nolloth",104.81,-2.9986,16.861,-29.2402,Indonesia,SAFR
"India-Japan, Jawaharlal Nehru Port (JNPT) - Yokohama",72.9416,18.9633,139.638,35.4536,India,Japan
"India-Japan, Jawaharlal Nehru Port (JNPT) - Tokyo",72.9416,18.9633,139.7639,35.6406,India,Japan
"India-Japan, Jawaharlal Nehru Port (JNPT) - Kobe",72.9416,18.9633,135.187,34.678,India,Japan
"India-Japan, Jawaharlal Nehru Port (JNPT) - Nagoya",72.9416,18.9633,136.8806,35.0885,India,Japan
"India-Japan, Jawaharlal Nehru Port (JNPT) - Osaka",72.9416,18.9633,135.409,34.6431,India,Japan
"India-Japan, Jawaharlal Nehru Port (JNPT) - Chiba",72.9416,18.9633,140.0895,35.5959,India,Japan
"India-Japan, Jawaharlal Nehru Port (JNPT) - Kitakyushu",72.9416,18.9633,130.8757,33.9056,India,Japan
"India-Japan, Jawaharlal Nehru Port (JNPT) - Shimizu",72.9416,18.9633,138.4885,35.0172,India,Japan
"India-Japan, Jawaharlal Nehru Port (JNPT) - Hiroshima",72.9416,18.9633,132.4645,34.3647,India,Japan
"India-Japan, Jawaharlal Nehru Port (JNPT) - Kagoshima",72.9416,18.9633,130.5512,31.5368,India,Japan
"India-Russia, Jawaharlal Nehru Port (JNPT) - Saint-Pétersbourg",72.9416,18.9633,30.3062,59.9339,India,Russia
"India-Russia, Jawaharlal Nehru Port (JNPT) - Novorossiysk",72.9416,18.9633,37.7682,44.7244,India,Russia
"India-Russia, Jawaharlal Nehru Port (JNPT) - Vladivostok",72.9416,18.9633,131.8747,43.1056,India,Russia
"India-Russia, Jawaharlal Nehru Port (JNPT) - Mourmansk",72.9416,18.9633,33.0744,68.9707,India,Russia
"India-Russia, Jawaharlal Nehru Port (JNPT) - Arkhangelsk",72.9416,18.9633,40.5433,64.5401,India,Russia
"India-Russia, Jawaharlal Nehru Port (JNPT) - Nakhodka",72.9416,18.9633,132.8667,42.7833,India,Russia
"India-Russia, Jawaharlal Nehru Port (JNPT) - Oust-Louga",72.9416,18.9633,28.3292,59.6731,India,Russia
"India-Russia, Jawaharlal Nehru Port (JNPT) - Primorsk",72.9416,18.9633,28.7389,60.3668,India,Russia
"India-Russia, Jawaharlal Nehru Port (JNPT) - Vostochny",72.9416,18.9633,133.0989,42.7278,India,Russia
"India-Russia, Jawaharlal Nehru Port (JNPT) - Kaliningrad",72.9416,18.9633,20.5332,54.6981,India,Russia
"India-US, Jawaharlal Nehru Port (JNPT) - Los Angeles",72.9416,18.9633,-118.276,33.7326,India,US
"India-US, Jawaharlal Nehru Port (JNPT) - Long Beach",72.9416,18.9633,-118.2167,33.7542,India,US
"India-US, Jawaharlal Nehru Port (JNPT) - New York & New Jersey",72.9416,18.9633,-74.0413,40.6681,India,US
"India-US, Jawaharlal Nehru Port (JNPT) - Savannah",72.9416,18.9633,-81.0912,32.0809,India,US
"India-US, Jawaharlal Nehru Port (JNPT) - Houston",72.9416,18.9633,-95.2633,29.739,India,US
"India-US, Jawaharlal Nehru Port (JNPT) - Virginia (Norfolk Portsmouth)",72.9416,18.9633,-76.3111,36.8674,India,US
"India-US, Jawaharlal Nehru Port (JNPT) - Oakland",72.9416,18.9633,-122.279,37.795,India,US
"India-US, Jawaharlal Nehru Port (JNPT) - Charleston",72.9416,18.9633,-79.9256,32.7821,India,US
"India-US, Jawaharlal Nehru Port (JNPT) - Seattle/Tacoma",72.9416,18.9633,-122.3408,47.6017,India,US
"India-US, Jawaharlal Nehru Port (JNPT) - Miami",72.9416,18.9633,-80.1826,25.7781,India,US
"India-Vietnam, Jawaharlal Nehru Port (JNPT) - Cat Lai (Saïgon/HCM)",72.9416,18.9633,106.7722,10.768,India,Vietnam
"India-Vietnam, Jawaharlal Nehru Port (JNPT) - Cai Mep–Thi Vai",72.9416,18.9633,107.03,10.52,India,Vietnam
"India-Vietnam, Jawaharlal Nehru Port (JNPT) - Hai Phong",72.9416,18.9633,106.6833,20.85,India,Vietnam
"India-Vietnam, Jawaharlal Nehru Port (JNPT) - Cam Pha",72.9416,18.9633,107.3,21.0167,India,Vietnam
"India-Vietnam, Jawaharlal Nehru Port (JNPT) - Da Nang",72.9416,18.9633,108.2333,16.0833,India,Vietnam
"India-Vietnam, Jawaharlal Nehru Port (JNPT) - Quy Nhon",72.9416,18.9633,109.2333,13.7667,India,Vietnam
"India-Vietnam, Jawaharlal Nehru Port (JNPT) - Nha Trang",72.9416,18.9633,109.1958,12.25,India,Vietnam
"India-Vietnam, Jawaharlal Nehru Port (JNPT) - Can Tho",72.9416,18.9633,105.7689,10.031,India,Vietnam
"India-Vietnam, Jawaharlal Nehru Port (JNPT) - Vung Tau",72.9416,18.9633,107.085,10.3531,India,Vietnam
"India-Vietnam, Jawaharlal Nehru Port (JNPT) - Phu My",72.9416,18.9633,107.0232,10.5087,India,Vietnam
"India-South Korea, Jawaharlal Nehru Port (JNPT) - Busan",72.9416,18.9633,129.0403,35.1028,India,South Korea
"India-South Korea, Jawaharlal Nehru Port (JNPT) - Gwangyang",72.9416,18.9633,127.7667,34.9167,India,South Korea
"India-South Korea, Jawaharlal Nehru Port (JNPT) - Incheon",72.9416,18.9633,126.6166,37.4489,India,South Korea
"India-South Korea, Jawaharlal Nehru Port (JNPT) - Mokpo",72.9416,18.9633,126.3886,34.7936,India,South Korea
"India-South Korea, Jawaharlal Nehru Port (JNPT) - Ulsan",72.9416,18.9633,129.3722,35.5194,India,South Korea
"India-South Korea, Jawaharlal Nehru Port (JNPT) - Yeosu",72.9416,18.9633,127.7383,34.7541,India,South Korea
"India-Australia, Jawaharlal Nehru Port (JNPT) - Sydney",72.9416,18.9633,151.2093,-33.8587,India,Australia
"India-Australia, Jawaharlal Nehru Port (JNPT) - Melbourne",72.9416,18.9633,144.9633,-37.8141,India,Australia
"India-Australia, Jawaharlal Nehru Port (JNPT) - Brisbane",72.9416,18.9633,153.1175,-27.3842,India,Australia
"India-Australia, Jawaharlal Nehru Port (JNPT) - Fremantle",72.9416,18.9633,115.7481,-32.0525,India,Australia
"India-Australia, Jawaharlal Nehru Port (JNPT) - Port Hedland",72.9416,18.9633,118.574,-20.32,India,Australia
"India-Australia, Jawaharlal Nehru Port (JNPT) - Darwin",72.9416,18.9633,130.8456,-12.4634,India,Australia
"India-Australia, Jawaharlal Nehru Port (JNPT) - Adelaide",72.9416,18.9633,138.5056,-34.8444,India,Australia
"India-Australia, Jawaharlal Nehru Port (JNPT) - Newcastle",72.9416,18.9633,151.7817,-32.9267,India,Australia
"India-China, Jawaharlal Nehru Port (JNPT) - Shanghai",72.9416,18.9633,121.489,31.4064,India,China
"India-China, Jawaharlal Nehru Port (JNPT) - Ningbo-Zhoushan",72.9416,18.9633,121.8107,29.9346,India,China
"India-China, Jawaharlal Nehru Port (JNPT) - Shenzhen",72.9416,18.9633,113.8979,22.5618,India,China
"India-China, Jawaharlal Nehru Port (JNPT) - Guangzhou",72.9416,18.9633,113.5596,23.101,India,China
"India-China, Jawaharlal Nehru Port (JNPT) - Qingdao",72.9416,18.9633,120.3203,36.1069,India,China
"India-China, Jawaharlal Nehru Port (JNPT) - Tianjin",72.9416,18.9633,117.7339,38.9708,India,China
"India-China, Jawaharlal Nehru Port (JNPT) - Dalian",72.9416,18.9633,121.6167,38.9333,India,China
"India-China, Jawaharlal Nehru Port (JNPT) - Xiamen",72.9416,18.9633,118.0648,24.4458,India,China
"India-China, Jawaharlal Nehru Port (JNPT) - Lianyungang",72.9416,18.9633,119.5292,34.7306,India,China
"India-China, Jawaharlal Nehru Port (JNPT) - Yingkou",72.9416,18.9633,122.2352,40.671,India,China
"India-SAFR, Jawaharlal Nehru Port (JNPT) - Durban",72.9416,18.9633,31.0218,-29.8719,India,SAFR
"India-SAFR, Jawaharlal Nehru Port (JNPT) - Cape Town",72.9416,18.9633,18.435,-33.918,India,SAFR
"India-SAFR, Jawaharlal Nehru Port (JNPT) - Port Elizabeth",72.9416,18.9633,25.6022,-33.917,India,SAFR
"India-SAFR, Jawaharlal Nehru Port (JNPT) - Richards Bay",72.9416,18.9633,32.0377,-28.783,India,SAFR
"India-SAFR, Jawaharlal Nehru Port (JNPT) - Mossel Bay",72.9416,18.9633,22.146,-34.1809,India,SAFR
"India-SAFR, Jawaharlal Nehru Port (JNPT) - East London",72.9416,18.9633,27.9116,-33.0176,India,SAFR
"India-SAFR, Jawaharlal Nehru Port (JNPT) - Ngqura",72.9416,18.9633,25.688,-33.795,India,SAFR
"India-SAFR, Jawaharlal Nehru Port (JNPT) - Port Nolloth",72.9416,18.9633,16.861,-29.2402,India,SAFR
"India-Japan, Mundra Port - Yokohama",69.7079,22.7407,139.638,35.4536,India,Japan
"India-Japan, Mundra Port - Tokyo",69.7079,22.7407,139.7639,35.6406,India,Japan
"India-Japan, Mundra Port - Kobe",69.7079,22.7407,135.187,34.678,India,Japan
"India-Japan, Mundra Port - Nagoya",69.7079,22.7407,136.8806,35.0885,India,Japan
"India-Japan, Mundra Port - Osaka",69.7079,22.7407,135.409,34.6431,India,Japan
"India-Japan, Mundra Port - Chiba",69.7079,22.7407,140.0895,35.5959,India,Japan
"India-Japan, Mundra Port - Kitakyushu",69.7079,22.7407,130.8757,33.9056,India,Japan
"India-Japan, Mundra Port - Shimizu",69.7079,22.7407,138.4885,35.0172,India,Japan
"India-Japan, Mundra Port - Hiroshima",69.7079,22.7407,132.4645,34.3647,India,Japan
"India-Japan, Mundra Port - Kagoshima",69.7079,22.7407,130.5512,31.5368,India,Japan
"India-Russia, Mundra Port - Saint-Pétersbourg",69.7079,22.7407,30.3062,59.9339,India,Russia
"India-Russia, Mundra Port - Novorossiysk",69.7079,22.7407,37.7682,44.7244,India,Russia
"India-Russia, Mundra Port - Vladivostok",69.7079,22.7407,131.8747,43.1056,India,Russia
"India-Russia, Mundra Port - Mourmansk",69.7079,22.7407,33.0744,68.9707,India,Russia
"India-Russia, Mundra Port - Arkhangelsk",69.7079,22.7407,40.5433,64.5401,India,Russia
"India-Russia, Mundra Port - Nakhodka",69.7079,22.7407,132.8667,42.7833,India,Russia
"India-Russia, Mundra Port - Oust-Louga",69.7079,22.7407,28.3292,59.6731,India,Russia
"India-Russia, Mundra Port - Primorsk",69.7079,22.7407,28.7389,60.3668,India,Russia
"India-Russia, Mundra Port - Vostochny",69.7079,22.7407,133.0989,42.7278,India,Russia
"India-Russia, Mundra Port - Kaliningrad",69.7079,22.7407,20.5332,54.6981,India,Russia
"India-US, Mundra Port - Los Angeles",69.7079,22.7407,-118.276,33.7326,India,US
"India-US, Mundra Port - Long Beach",69.7079,22.7407,-118.2167,33.7542,India,US
"India-US, Mundra Port - New York & New Jersey",69.7079,22.7407,-74.0413,40.6681,India,US
"India-US, Mundra Port - Savannah",69.7079,22.7407,-81.0912,32.0809,India,US
"India-US, Mundra Port - Houston",69.7079,22.7407,-95.2633,29.739,India,US
"India-US, Mundra Port - Virginia (Norfolk Portsmouth)",69.7079,22.7407,-76.3111,36.8674,India,US
"India-US, Mundra Port - Oakland",69.7079,22.7407,-122.279,37.795,India,US
"India-US, Mundra Port - Charleston",69.7079,22.7407,-79.9256,32.7821,India,US
"India-US, Mundra Port - Seattle/Tacoma",69.7079,22.7407,-122.3408,47.6017,India,US
"India-US, Mundra Port - Miami",69.7079,22.7407,-80.1826,25.7781,India,US
"India-Vietnam, Mundra Port - Cat Lai (Saïgon/HCM)",69.7079,22.7407,106.7722,10.768,India,Vietnam
"India-Vietnam, Mundra Port - Cai Mep–Thi Vai",69.7079,22.7407,107.03,10.52,India,Vietnam
"India-Vietnam, Mundra Port - Hai Phong",69.7079,22.7407,106.6833,20.85,India,Vietnam
"India-Vietnam, Mundra Port - Cam Pha",69.7079,22.7407,107.3,21.0167,India,Vietnam
"India-Vietnam, Mundra Port - Da Nang",69.7079,22.7407,108.2333,16.0833,India,Vietnam
"India-Vietnam, Mundra Port - Quy Nhon",69.7079,22.7407,109.2333,13.7667,India,Vietnam
"India-Vietnam, Mundra Port - Nha Trang",69.7079,22.7407,109.1958,12.25,India,Vietnam
"India-Vietnam, Mundra Port - Can Tho",69.7079,22.7407,105.7689,10.031,India,Vietnam
"India-Vietnam, Mundra Port - Vung Tau",69.7079,22.7407,107.085,10.3531,India,Vietnam
"India-Vietnam, Mundra Port - Phu My",69.7079,22.7407,107.0232,10.5087,India,Vietnam
"India-South Korea, Mundra Port - Busan",69.7079,22.7407,129.0403,35.1028,India,South Korea
"India-South Korea, Mundra Port - Gwangyang",69.7079,22.7407,127.7667,34.9167,India,South Korea
"India-South Korea, Mundra Port - Incheon",69.7079,22.7407,126.6166,37.4489,India,South Korea
"India-South Korea, Mundra Port - Mokpo",69.7079,22.7407,126.3886,34.7936,India,South Korea
"India-South Korea, Mundra Port - Ulsan",69.7079,22.7407,129.3722,35.5194,India,South Korea
"India-South Korea, Mundra Port - Yeosu",69.7079,22.7407,127.7383,34.7541,India,South Korea
"India-Australia, Mundra Port - Sydney",69.7079,22.7407,151.2093,-33.8587,India,Australia
"India-Australia, Mundra Port - Melbourne",69.7079,22.7407,144.9633,-37.8141,India,Australia
"India-Australia, Mundra Port - Brisbane",69.7079,22.7407,153.1175,-27.3842,India,Australia
"India-Australia, Mundra Port - Fremantle",69.7079,22.7407,115.7481,-32.0525,India,Australia
"India-Australia, Mundra Port - Port Hedland",69.7079,22.7407,118.574,-20.32,India,Australia
"India-Australia, Mundra Port - Darwin",69.7079,22.7407,130.8456,-12.4634,India,Australia
"India-Australia, Mundra Port - Adelaide",69.7079,22.7407,138.5056,-34.8444,India,Australia
"India-Australia, Mundra Port - Newcastle",69.7079,22.7407,151.7817,-32.9267,India,Australia
"India-China, Mundra Port - Shanghai",69.7079,22.7407,121.489,31.4064,India,China
"India-China, Mundra Port - Ningbo-Zhoushan",69.7079,22.7407,121.8107,29.9346,India,China
"India-China, Mundra Port - Shenzhen",69.7079,22.7407,113.8979,22.5618,India,China
"India-China, Mundra Port - Guangzhou",69.7079,22.7407,113.5596,23.101,India,China
