route name,olon,olat,dlon,dlat,country_dep,country_arr
"Japan-Russia, Hiroshima - Novorossiysk",132.4645,34.3647,37.7682,44.7244,Japan,Russia
"Japan-Russia, Hiroshima - Vladivostok",132.4645,34.3647,131.8747,43.1056,Japan,Russia
"Japan-Russia, Hiroshima - Mourmansk",132.4645,34.3647,33.0744,68.9707,Japan,Russia
"Japan-Russia, Hiroshima - Arkhangelsk",132.4645,34.3647,40.5433,64.5401,Japan,Russia
"Japan-Russia, Hiroshima - Nakhodka",132.4645,34.3647,132.8667,42.7833,Japan,Russia
"Japan-Russia, Hiroshima - Oust-Louga",132.4645,34.3647,28.3292,59.6731,Japan,Russia
"Japan-Russia, Hiroshima - Primorsk",132.4645,34.3647,28.7389,60.3668,Japan,Russia
"Japan-Russia, Hiroshima - Vostochny",132.4645,34.3647,133.0989,42.7278,Japan,Russia
"Japan-Russia, Hiroshima - Kaliningrad",132.4645,34.3647,20.5332,54.6981,Japan,Russia
"Japan-US, Hiroshima - Los Angeles",132.4645,34.3647,-118.276,33.7326,Japan,US
"Japan-US, Hiroshima - Long Beach",132.4645,34.3647,-118.2167,33.7542,Japan,US
"Japan-US, Hiroshima - New York & New Jersey",132.4645,34.3647,-74.0413,40.6681,Japan,US
"Japan-US, Hiroshima - Savannah",132.4645,34.3647,-81.0912,32.0809,Japan,US
"Japan-US, Hiroshima - Houston",132.4645,34.3647,-95.2633,29.739,Japan,US
"Japan-US, Hiroshima - Virginia (Norfolk Portsmouth)",132.4645,34.3647,-76.3111,36.8674,Japan,US
"Japan-US, Hiroshima - Oakland",132.4645,34.3647,-122.279,37.795,Japan,US
"Japan-US, Hiroshima - Charleston",132.4645,34.3647,-79.9256,32.7821,Japan,US
"Japan-US, Hiroshima - Seattle/Tacoma",132.4645,34.3647,-122.3408,47.6017,Japan,US
"Japan-US, Hiroshima - Miami",132.4645,34.3647,-80.1826,25.7781,Japan,US
"Japan-Vietnam, Hiroshima - Cat Lai (Saïgon/HCM)",132.4645,34.3647,106.7722,10.768,Japan,Vietnam
"Japan-Vietnam, Hiroshima - Cai Mep–Thi Vai",132.4645,34.3647,107.03,10.52,Japan,Vietnam
"Japan-Vietnam, Hiroshima - Hai Phong",132.4645,34.3647,106.6833,20.85,Japan,Vietnam
"Japan-Vietnam, Hiroshima - Cam Pha",132.4645,34.3647,107.3,21.0167,Japan,Vietnam
"Japan-Vietnam, Hiroshima - Da Nang",132.4645,34.3647,108.2333,16.0833,Japan,Vietnam
"Japan-Vietnam, Hiroshima - Quy Nhon",132.4645,34.3647,109.2333,13.7667,Japan,Vietnam
"Japan-Vietnam, Hiroshima - Nha Trang",132.4645,34.3647,109.1958,12.25,Japan,Vietnam
"Japan-Vietnam, Hiroshima - Can Tho",132.4645,34.3647,105.7689,10.031,Japan,Vietnam
"Japan-Vietnam, Hiroshima - Vung Tau",132.4645,34.3647,107.085,10.3531,Japan,Vietnam
"Japan-Vietnam, Hiroshima - Phu My",132.4645,34.3647,107.0232,10.5087,Japan,Vietnam
"Japan-South Korea, Hiroshima - Busan",132.4645,34.3647,129.0403,35.1028,Japan,South Korea
"Japan-South Korea, Hiroshima - Gwangyang",132.4645,34.3647,127.7667,34.9167,Japan,South Korea
"Japan-South Korea, Hiroshima - Incheon",132.4645,34.3647,126.6166,37.4489,Japan,South Korea
"Japan-South Korea, Hiroshima - Mokpo",132.4645,34.3647,126.3886,34.7936,Japan,South Korea
"Japan-South Korea, Hiroshima - Ulsan",132.4645,34.3647,129.3722,35.5194,Japan,South Korea
"Japan-South Korea, Hiroshima - Yeosu",132.4645,34.3647,127.7383,34.7541,Japan,South Korea
"Japan-Australia, Hiroshima - Sydney",132.4645,34.3647,151.2093,-33.8587,Japan,Australia
"Japan-Australia, Hiroshima - Melbourne",132.4645,34.3647,144.9633,-37.8141,Japan,Australia
"Japan-Australia, Hiroshima - Brisbane",132.4645,34.3647,153.1175,-27.3842,Japan,Australia
"Japan-Australia, Hiroshima - Fremantle",132.4645,34.3647,115.7481,-32.0525,Japan,Australia
"Japan-Australia, Hiroshima - Port Hedland",132.4645,34.3647,118.574,-20.32,Japan,Australia
"Japan-Australia, Hiroshima - Darwin",132.4645,34.3647,130.8456,-12.4634,Japan,Australia
"Japan-Australia, Hiroshima - Adelaide",132.4645,34.3647,138.5056,-34.8444,Japan,Australia
"Japan-Australia, Hiroshima - Newcastle",132.4645,34.3647,151.7817,-32.9267,Japan,Australia
"Japan-China, Hiroshima - Shanghai",132.4645,34.3647,121.489,31.4064,Japan,China
"Japan-China, Hiroshima - Ningbo-Zhoushan",132.4645,34.3647,121.8107,29.9346,Japan,China
"Japan-China, Hiroshima - Shenzhen",132.4645,34.3647,113.8979,22.5618,Japan,China
"Japan-China, Hiroshima - Guangzhou",132.4645,34.3647,113.5596,23.101,Japan,China
"Japan-China, Hiroshima - Qingdao",132.4645,34.3647,120.3203,36.1069,Japan,China
"Japan-China, Hiroshima - Tianjin",132.4645,34.3647,117.7339,38.9708,Japan,China
"Japan-China, Hiroshima - Dalian",132.4645,34.3647,121.6167,38.9333,Japan,China
"Japan-China, Hiroshima - Xiamen",132.4645,34.3647,118.0648,24.4458,Japan,China
"Japan-China, Hiroshima - Lianyungang",132.4645,34.3647,119.5292,34.7306,Japan,China
"Japan-China, Hiroshima - Yingkou",132.4645,34.3647,122.2352,40.671,Japan,China
"Japan-SAFR, Hiroshima - Durban",132.4645,34.3647,31.0218,-29.8719,Japan,SAFR
"Japan-SAFR, Hiroshima - Cape Town",132.4645,34.3647,18.435,-33.918,Japan,SAFR
"Japan-SAFR, Hiroshima - Port Elizabeth",132.4645,34.3647,25.6022,-33.917,Japan,SAFR
"Japan-SAFR, Hiroshima - Richards Bay",132.4645,34.3647,32.0377,-28.783,Japan,SAFR
"Japan-SAFR, Hiroshima - Mossel Bay",132.4645,34.3647,22.146,-34.1809,Japan,SAFR
"Japan-SAFR, Hiroshima - East London",132.4645,34.3647,27.9116,-33.0176,Japan,SAFR
"Japan-SAFR, Hiroshima - Ngqura",132.4645,34.3647,25.688,-33.795,Japan,SAFR
"Japan-SAFR, Hiroshima - Port Nolloth",132.4645,34.3647,16.861,-29.2402,Japan,SAFR
"Japan-Russia, Kagoshima - Saint-Pétersbourg",130.5512,31.5368,30.3062,59.9339,Japan,Russia
"Japan-Russia, Kagoshima - Novorossiysk",130.5512,31.5368,37.7682,44.7244,Japan,Russia
"Japan-Russia, Kagoshima - Vladivostok",130.5512,31.5368,131.8747,43.1056,Japan,Russia
"Japan-Russia, Kagoshima - Mourmansk",130.5512,31.5368,33.0744,68.9707,Japan,Russia
"Japan-Russia, Kagoshima - Arkhangelsk",130.5512,31.5368,40.5433,64.5401,Japan,Russia
"Japan-Russia, Kagoshima - Nakhodka",130.5512,31.5368,132.8667,42.7833,Japan,Russia
"Japan-Russia, Kagoshima - Oust-Louga",130.5512,31.5368,28.3292,59.6731,Japan,Russia
"Japan-Russia, Kagoshima - Primorsk",130.5512,31.5368,28.7389,60.3668,Japan,Russia
"Japan-Russia, Kagoshima - Vostochny",130.5512,31.5368,133.0989,42.7278,Japan,Russia
"Japan-Russia, Kagoshima - Kaliningrad",130.5512,31.5368,20.5332,54.6981,Japan,Russia
"Japan-US, Kagoshima - Los Angeles",130.5512,31.5368,-118.276,33.7326,Japan,US
"Japan-US, Kagoshima - Long Beach",130.5512,31.5368,-118.2167,33.7542,Japan,US
"Japan-US, Kagoshima - New York & New Jersey",130.5512,31.5368,-74.0413,40.6681,Japan,US
"Japan-US, Kagoshima - Savannah",130.5512,31.5368,-81.0912,32.0809,Japan,US
"Japan-US, Kagoshima - Houston",130.5512,31.5368,-95.2633,29.739,Japan,US
"Japan-US, Kagoshima - Virginia (Norfolk Portsmouth)",130.5512,31.5368,-76.3111,36.8674,Japan,US
"Japan-US, Kagoshima - Oakland",130.5512,31.5368,-122.279,37.795,Japan,US
"Japan-US, Kagoshima - Charleston",130.5512,31.5368,-79.9256,32.7821,Japan,US
"Japan-US, Kagoshima - Seattle/Tacoma",130.5512,31.5368,-122.3408,47.6017,Japan,US
"Japan-US, Kagoshima - Miami",130.5512,31.5368,-80.1826,25.7781,Japan,US
"Japan-Vietnam, Kagoshima - Cat Lai (Saïgon/HCM)",130.5512,31.5368,106.7722,10.768,Japan,Vietnam
"Japan-Vietnam, Kagoshima - Cai Mep–Thi Vai",130.5512,31.5368,107.03,10.52,Japan,Vietnam
"Japan-Vietnam, Kagoshima - Hai Phong",130.5512,31.5368,106.6833,20.85,Japan,Vietnam
"Japan-Vietnam, Kagoshima - Cam Pha",130.5512,31.5368,107.3,21.0167,Japan,Vietnam
"Japan-Vietnam, Kagoshima - Da Nang",130.5512,31.5368,108.2333,16.0833,Japan,Vietnam
"Japan-Vietnam, Kagoshima - Quy Nhon",130.5512,31.5368,109.2333,13.7667,Japan,Vietnam
"Japan-Vietnam, Kagoshima - Nha Trang",130.5512,31.5368,109.1958,12.25,Japan,Vietnam
"Japan-Vietnam, Kagoshima - Can Tho",130.5512,31.5368,105.7689,10.031,Japan,Vietnam
"Japan-Vietnam, Kagoshima - Vung Tau",130.5512,31.5368,107.085,10.3531,Japan,Vietnam
"Japan-Vietnam, Kagoshima - Phu My",130.5512,31.5368,107.0232,10.5087,Japan,Vietnam
"Japan-South Korea, Kagoshima - Busan",130.5512,31.5368,129.0403,35.1028,Japan,South Korea
"Japan-South Korea, Kagoshima - Gwangyang",130.5512,31.5368,127.7667,34.9167,Japan,South Korea
"Japan-South Korea, Kagoshima - Incheon",130.5512,31.5368,126.6166,37.4489,Japan,South Korea
"Japan-South Korea, Kagoshima - Mokpo",130.5512,31.5368,126.3886,34.7936,Japan,South Korea
"Japan-South Korea, Kagoshima - Ulsan",130.5512,31.5368,129.3722,35.5194,Japan,South Korea
"Japan-South Korea, Kagoshima - Yeosu",130.5512,31.5368,127.7383,34.7541,Japan,South Korea
"Japan-Australia, Kagoshima - Sydney",130.5512,31.5368,151.2093,-33.8587,Japan,Australia
"Japan-Australia, Kagoshima - Melbourne",130.5512,31.5368,144.9633,-37.8141,Japan,Australia
"Japan-Australia, Kagoshima - Brisbane",130.5512,31.5368,153.1175,-27.3842,Japan,Australia
"Japan-Australia, Kagoshima - Fremantle",130.5512,31.5368,115.7481,-32.0525,Japan,Australia
"Japan-Australia, Kagoshima - Port Hedland",130.5512,31.5368,118.574,-20.32,Japan,Australia
"Japan-Australia, Kagoshima - Darwin",130.5512,31.5368,130.8456,-12.4634,Japan,Australia
"Japan-Australia, Kagoshima - Adelaide",130.5512,31.5368,138.5056,-34.8444,Japan,Australia
"Japan-Australia, Kagoshima - Newcastle",130.5512,31.5368,151.7817,-32.9267,Japan,Australia
"Japan-China, Kagoshima - Shanghai",130.5512,31.5368,121.489,31.4064,Japan,China
"Japan-China, Kagoshima - Ningbo-Zhoushan",130.5512,31.5368,121.8107,29.9346,Japan,China
"Japan-China, Kagoshima - Shenzhen",130.5512,31.5368,113.8979,22.5618,Japan,China
"Japan-China, Kagoshima - Guangzhou",130.5512,31.5368,113.5596,23.101,Japan,China
"Japan-China, Kagoshima - Qingdao",130.5512,31.5368,120.3203,36.1069,Japan,China
"Japan-China, Kagoshima - Tianjin",130.5512,31.5368,117.7339,38.9708,Japan,China
"Japan-China, Kagoshima - Dalian",130.5512,31.5368,121.6167,38.9333,Japan,China
"Japan-China, Kagoshima - Xiamen",130.5512,31.5368,118.0648,24.4458,Japan,China
"Japan-China, Kagoshima - Lianyungang",130.5512,31.5368,119.5292,34.7306,Japan,China
"Japan-China, Kagoshima - Yingkou",130.5512,31.5368,122.2352,40.671,Japan,China
"Japan-SAFR, Kagoshima - Durban",130.5512,31.5368,31.0218,-29.8719,Japan,SAFR
"Japan-SAFR, Kagoshima - Cape Town",130.5512,31.5368,18.435,-33.918,Japan,SAFR
"Japan-SAFR, Kagoshima - Port Elizabeth",130.5512,31.5368,25.6022,-33.917,Japan,SAFR
"Japan-SAFR, Kagoshima - Richards Bay",130.5512,31.5368,32.0377,-28.783,Japan,SAFR
"Japan-SAFR, Kagoshima - Mossel Bay",130.5512,31.5368,22.146,-34.1809,Japan,SAFR
"Japan-SAFR, Kagoshima - East London",130.5512,31.5368,27.9116,-33.0176,Japan,SAFR
"Japan-SAFR, Kagoshima - Ngqura",130.5512,31.5368,25.688,-33.795,Japan,SAFR
"Japan-SAFR, Kagoshima - Port Nolloth",130.5512,31.5368,16.861,-29.2402,Japan,SAFR
"Russia-US, Saint-Pétersbourg - Los Angeles",30.3062,59.9339,-118.276,33.7326,Russia,US
"Russia-US, Saint-Pétersbourg - Long Beach",30.3062,59.9339,-118.2167,33.7542,Russia,US
"Russia-US, Saint-Pétersbourg - New York & New Jersey",30.3062,59.9339,-74.0413,40.6681,Russia,US
"Russia-US, Saint-Pétersbourg - Savannah",30.3062,59.9339,-81.0912,32.0809,Russia,US
"Russia-US, Saint-Pétersbourg - Houston",30.3062,59.9339,-95.2633,29.739,Russia,US
"Russia-US, Saint-Pétersbourg - Virginia (Norfolk Portsmouth)",30.3062,59.9339,-76.3111,36.8674,Russia,US
"Russia-US, Saint-Pétersbourg - Oakland",30.3062,59.9339,-122.279,37.795,Russia,US
"Russia-US, Saint-Pétersbourg - Charleston",30.3062,59.9339,-79.9256,32.7821,Russia,US
"Russia-US, Saint-Pétersbourg - Seattle/Tacoma",30.3062,59.9339,-122.3408,47.6017,Russia,US
"Russia-US, Saint-Pétersbourg - Miami",30.3062,59.9339,-80.1826,25.7781,Russia,US
"Russia-Vietnam, Saint-Pétersbourg - Cat Lai (Saïgon/HCM)",30.3062,59.9339,106.7722,10.768,Russia,Vietnam
"Russia-Vietnam, Saint-Pétersbourg - Cai Mep–Thi Vai",30.3062,59.9339,107.03,10.52,Russia,Vietnam
"Russia-Vietnam, Saint-Pétersbourg - Hai Phong",30.3062,59.9339,106.6833,20.85,Russia,Vietnam
"Russia-Vietnam, Saint-Pétersbourg - Cam Pha",30.3062,59.9339,107.3,21.0167,Russia,Vietnam
"Russia-Vietnam, Saint-Pétersbourg - Da Nang",30.3062,59.9339,108.2333,16.0833,Russia,Vietnam
"Russia-Vietnam, Saint-Pétersbourg - Quy Nhon",30.3062,59.9339,109.2333,13.7667,Russia,Vietnam
"Russia-Vietnam, Saint-Pétersbourg - Nha Trang",30.3062,59.9339,109.1958,12.25,Russia,Vietnam
"Russia-Vietnam, Saint-Pétersbourg - Can Tho",30.3062,59.9339,105.7689,10.031,Russia,Vietnam
"Russia-Vietnam, Saint-Pétersbourg - Vung Tau",30.3062,59.9339,107.085,10.3531,Russia,Vietnam
"Russia-Vietnam, Saint-Pétersbourg - Phu My",30.3062,59.9339,107.0232,10.5087,Russia,Vietnam
"Russia-South Korea, Saint-Pétersbourg - Busan",30.3062,59.9339,129.0403,35.1028,Russia,South Korea
"Russia-South Korea, Saint-Pétersbourg - Gwangyang",30.3062,59.9339,127.7667,34.9167,Russia,South Korea
"Russia-South Korea, Saint-Pétersbourg - Incheon",30.3062,59.9339,126.6166,37.4489,Russia,South Korea
"Russia-South Korea, Saint-Pétersbourg - Mokpo",30.3062,59.9339,126.3886,34.7936,Russia,South Korea
"Russia-South Korea, Saint-Pétersbourg - Ulsan",30.3062,59.9339,129.3722,35.5194,Russia,South Korea
"Russia-South Korea, Saint-Pétersbourg - Yeosu",30.3062,59.9339,127.7383,34.7541,Russia,South Korea
"Russia-Australia, Saint-Pétersbourg - Sydney",30.3062,59.9339,151.2093,-33.8587,Russia,Australia
"Russia-Australia, Saint-Pétersbourg - Melbourne",30.3062,59.9339,144.9633,-37.8141,Russia,Australia
"Russia-Australia, Saint-Pétersbourg - Brisbane",30.3062,59.9339,153.1175,-27.3842,Russia,Australia
"Russia-Australia, Saint-Pétersbourg - Fremantle",30.3062,59.9339,115.7481,-32.0525,Russia,Australia
"Russia-Australia, Saint-Pétersbourg - Port Hedland",30.3062,59.9339,118.574,-20.32,Russia,Australia
"Russia-Australia, Saint-Pétersbourg - Darwin",30.3062,59.9339,130.8456,-12.4634,Russia,Australia
"Russia-Australia, Saint-Pétersbourg - Adelaide",30.3062,59.9339,138.5056,-34.8444,Russia,Australia
"Russia-Australia, Saint-Pétersbourg - Newcastle",30.3062,59.9339,151.7817,-32.9267,Russia,Australia
"Russia-China, Saint-Pétersbourg - Shanghai",30.3062,59.9339,121.489,31.4064,Russia,China
"Russia-China, Saint-Pétersbourg - Ningbo-Zhoushan",30.3062,59.9339,121.8107,29.9346,Russia,China
"Russia-China, Saint-Pétersbourg - Shenzhen",30.3062,59.9339,113.8979,22.5618,Russia,China
"Russia-China, Saint-Pétersbourg - Guangzhou",30.3062,59.9339,113.5596,23.101,Russia,China
"Russia-China, Saint-Pétersbourg - Qingdao",30.3062,59.9339,120.3203,36.1069,Russia,China
"Russia-China, Saint-Pétersbourg - Tianjin",30.3062,59.9339,117.7339,38.9708,Russia,China
"Russia-China, Saint-Pétersbourg - Dalian",30.3062,59.9339,121.6167,38.9333,Russia,China
"Russia-China, Saint-Pétersbourg - Xiamen",30.3062,59.9339,118.0648,24.4458,Russia,China
"Russia-China, Saint-Pétersbourg - Lianyungang",30.3062,59.9339,119.5292,34.7306,Russia,China
"Russia-China, Saint-Pétersbourg - Yingkou",30.3062,59.9339,122.2352,40.671,Russia,China
"Russia-SAFR, Saint-Pétersbourg - Durban",30.3062,59.9339,31.0218,-29.8719,Russia,SAFR
"Russia-SAFR, Saint-Pétersbourg - Cape Town",30.3062,59.9339,18.435,-33.918,Russia,SAFR
"Russia-SAFR, Saint-Pétersbourg - Port Elizabeth",30.3062,59.9339,25.6022,-33.917,Russia,SAFR
"Russia-SAFR, Saint-Pétersbourg - Richards Bay",30.3062,59.9339,32.0377,-28.783,Russia,SAFR
"Russia-SAFR, Saint-Pétersbourg - Mossel Bay",30.3062,59.9339,22.146,-34.1809,Russia,SAFR
"Russia-SAFR, Saint-Pétersbourg - East London",30.3062,59.9339,27.9116,-33.0176,Russia,SAFR
"Russia-SAFR, Saint-Pétersbourg - Ngqura",30.3062,59.9339,25.688,-33.795,Russia,SAFR
"Russia-SAFR, Saint-Pétersbourg - Port Nolloth",30.3062,59.9339,16.861,-29.2402,Russia,SAFR
"Russia-US, Novorossiysk - Los Angeles",37.7682,44.7244,-118.276,33.7326,Russia,US
"Russia-US, Novorossiysk - Long Beach",37.7682,44.7244,-118.2167,33.7542,Russia,US
"Russia-US, Novorossiysk - New York & New Jersey",37.7682,44.7244,-74.0413,40.6681,Russia,US
"Russia-US, Novorossiysk - Savannah",37.7682,44.7244,-81.0912,32.0809,Russia,US
"Russia-US, Novorossiysk - Houston",37.7682,44.7244,-95.2633,29.739,Russia,US
"Russia-US, Novorossiysk - Virginia (Norfolk Portsmouth)",37.7682,44.7244,-76.3111,36.8674,Russia,US
"Russia-US, Novorossiysk - Oakland",37.7682,44.7244,-122.279,37.795,Russia,US
"Russia-US, Novorossiysk - Charleston",37.7682,44.7244,-79.9256,32.7821,Russia,US
"Russia-US, Novorossiysk - Seattle/Tacoma",37.7682,44.7244,-122.3408,47.6017,Russia,US
"Russia-US, Novorossiysk - Miami",37.7682,44.7244,-80.1826,25.7781,Russia,US
"Russia-Vietnam, Novorossiysk - Cat Lai (Saïgon/HCM)",37.7682,44.7244,106.7722,10.768,Russia,Vietnam
"Russia-Vietnam, Novorossiysk - Cai Mep–Thi Vai",37.7682,44.7244,107.03,10.52,Russia,Vietnam
"Russia-Vietnam, Novorossiysk - Hai Phong",37.7682,44.7244,106.6833,20.85,Russia,Vietnam
"Russia-Vietnam, Novorossiysk - Cam Pha",37.7682,44.7244,107.3,21.0167,Russia,Vietnam
"Russia-Vietnam, Novorossiysk - Da Nang",37.7682,44.7244,108.2333,16.0833,Russia,Vietnam
"Russia-Vietnam, Novorossiysk - Quy Nhon",37.7682,44.7244,109.2333,13.7667,Russia,Vietnam
"Russia-Vietnam, Novorossiysk - Nha Trang",37.7682,44.7244,109.1958,12.25,Russia,Vietnam
"Russia-Vietnam, Novorossiysk - Can Tho",37.7682,44.7244,105.7689,10.031,Russia,Vietnam
"Russia-Vietnam, Novorossiysk - Vung Tau",37.7682,44.7244,107.085,10.3531,Russia,Vietnam
"Russia-Vietnam, Novorossiysk - Phu My",37.7682,44.7244,107.0232,10.5087,Russia,Vietnam
"Russia-South Korea, Novorossiysk - Busan",37.7682,44.7244,129.0403,35.1028,Russia,South Korea
"Russia-South Korea, Novorossiysk - Gwangyang",37.7682,44.7244,127.7667,34.9167,Russia,South Korea
"Russia-South Korea, Novorossiysk - Incheon",37.7682,44.7244,126.6166,37.4489,Russia,South Korea
"Russia-South Korea, Novorossiysk - Mokpo",37.7682,44.7244,126.3886,34.7936,Russia,South Korea
"Russia-South Korea, Novorossiysk - Ulsan",37.7682,44.7244,129.3722,35.5194,Russia,South Korea
"Russia-South Korea, Novorossiysk - Yeosu",37.7682,44.7244,127.7383,34.7541,Russia,South Korea
"Russia-Australia, Novorossiysk - Sydney",37.7682,44.7244,151.2093,-33.8587,Russia,Australia
"Russia-Australia, Novorossiysk - Melbourne",37.7682,44.7244,144.9633,-37.8141,Russia,Australia
"Russia-Australia, Novorossiysk - Brisbane",37.7682,44.7244,153.1175,-27.3842,Russia,Australia
"Russia-Australia, Novorossiysk - Fremantle",37.7682,44.7244,115.7481,-32.0525,Russia,Australia
"Russia-Australia, Novorossiysk - Port Hedland",37.7682,44.7244,118.574,-20.32,Russia,Australia
"Russia-Australia, Novorossiysk - Darwin",37.7682,44.7244,130.8456,-12.4634,Russia,Australia
"Russia-Australia, Novorossiysk - Adelaide",37.7682,44.7244,138.5056,-34.8444,Russia,Australia
"Russia-Australia, Novorossiysk - Newcastle",37.7682,44.7244,151.7817,-32.9267,Russia,Australia
"Russia-China, Novorossiysk - Shanghai",37.7682,44.7244,121.489,31.4064,Russia,China
"Russia-China, Novorossiysk - Ningbo-Zhoushan",37.7682,44.7244,121.8107,29.9346,Russia,China
"Russia-China, Novorossiysk - Shenzhen",37.7682,44.7244,113.8979,22.5618,Russia,China
"Russia-China, Novorossiysk - Guangzhou",37.7682,44.7244,113.5596,23.101,Russia,China
"Russia-China, Novorossiysk - Qingdao",37.7682,44.7244,120.3203,36.1069,Russia,China
"Russia-China, Novorossiysk - Tianjin",37.7682,44.7244,117.7339,38.9708,Russia,China
"Russia-China, Novorossiysk - Dalian",37.7682,44.7244,121.6167,38.9333,Russia,China
"Russia-China, Novorossiysk - Xiamen",37.7682,44.7244,118.0648,24.4458,Russia,China
"Russia-China, Novorossiysk - Lianyungang",37.7682,44.7244,119.5292,34.7306,Russia,China
"Russia-China, Novorossiysk - Yingkou",37.7682,44.7244,122.2352,40.671,Russia,China
"Russia-SAFR, Novorossiysk - Durban",37.7682,44.7244,31.0218,-29.8719,Russia,SAFR
"Russia-SAFR, Novorossiysk - Cape Town",37.7682,44.7244,18.435,-33.918,Russia,SAFR
"Russia-SAFR, Novorossiysk - Port Elizabeth",37.7682,44.7244,25.6022,-33.917,Russia,SAFR
"Russia-SAFR, Novorossiysk - Richards Bay",37.7682,44.7244,32.0377,-28.783,Russia,SAFR
"Russia-SAFR, Novorossiysk - Mossel Bay",37.7682,44.7244,22.146,-34.1809,Russia,SAFR
"Russia-SAFR, Novorossiysk - East London",37.7682,44.7244,27.9116,-33.0176,Russia,SAFR
"Russia-SAFR, Novorossiysk - Ngqura",37.7682,44.7244,25.688,-33.795,Russia,SAFR
"Russia-SAFR, Novorossiysk - Port Nolloth",37.7682,44.7244,16.861,-29.2402,Russia,SAFR
"Russia-US, Vladivostok - Los Angeles",131.8747,43.1056,-118.276,33.7326,Russia,US
"Russia-US, Vladivostok - Long Beach",131.8747,43.1056,-118.2167,33.7542,Russia,US
"Russia-US, Vladivostok - New York & New Jersey",131.8747,43.1056,-74.0413,40.6681,Russia,US
"Russia-US, Vladivostok - Savannah",131.8747,43.1056,-81.0912,32.0809,Russia,US
"Russia-US, Vladivostok - Houston",131.8747,43.1056,-95.2633,29.739,Russia,US
"Russia-US, Vladivostok - Virginia (Norfolk Portsmouth)",131.8747,43.1056,-76.3111,36.8674,Russia,US
"Russia-US, Vladivostok - Oakland",131.8747,43.1056,-122.279,37.795,Russia,US
"Russia-US, Vladivostok - Charleston",131.8747,43.1056,-79.9256,32.7821,Russia,US
"Russia-US, Vladivostok - Seattle/Tacoma",131.8747,43.1056,-122.3408,47.6017,Russia,US
"Russia-US, Vladivostok - Miami",131.8747,43.1056,-80.1826,25.7781,Russia,US
"Russia-Vietnam, Vladivostok - Cat Lai (Saïgon/HCM)",131.8747,43.1056,106.7722,10.768,Russia,Vietnam
"Russia-Vietnam, Vladivostok - Cai Mep–Thi Vai",131.8747,43.1056,107.03,10.52,Russia,Vietnam
"Russia-Vietnam, Vladivostok - Hai Phong",131.8747,43.1056,106.6833,20.85,Russia,Vietnam
"Russia-Vietnam, Vladivostok - Cam Pha",131.8747,43.1056,107.3,21.0167,Russia,Vietnam
"Russia-Vietnam, Vladivostok - Da Nang",131.8747,43.1056,108.2333,16.0833,Russia,Vietnam
"Russia-Vietnam, Vladivostok - Quy Nhon",131.8747,43.1056,109.2333,13.7667,Russia,Vietnam
"Russia-Vietnam, Vladivostok - Nha Trang",131.8747,43.1056,109.1958,12.25,Russia,Vietnam
"Russia-Vietnam, Vladivostok - Can Tho",131.8747,43.1056,105.7689,10.031,Russia,Vietnam
"Russia-Vietnam, Vladivostok - Vung Tau",131.8747,43.1056,107.085,10.3531,Russia,Vietnam
"Russia-Vietnam, Vladivostok - Phu My",131.8747,43.1056,107.0232,10.5087,Russia,Vietnam
"Russia-South Korea, Vladivostok - Busan",131.8747,43.1056,129.0403,35.1028,Russia,South Korea
"Russia-South Korea, Vladivostok - Gwangyang",131.8747,43.1056,127.7667,34.9167,Russia,South Korea
"Russia-South Korea, Vladivostok - Incheon",131.8747,43.1056,126.6166,37.4489,Russia,South Korea
"Russia-South Korea, Vladivostok - Mokpo",131.8747,43.1056,126.3886,34.7936,Russia,South Korea
"Russia-South Korea, Vladivostok - Ulsan",131.8747,43.1056,129.3722,35.5194,Russia,South Korea
"Russia-South Korea, Vladivostok - Yeosu",131.8747,43.1056,127.7383,34.7541,Russia,South Korea
"Russia-Australia, Vladivostok - Sydney",131.8747,43.1056,151.2093,-33.8587,Russia,Australia
"Russia-Australia, Vladivostok - Melbourne",131.8747,43.1056,144.9633,-37.8141,Russia,Australia
"Russia-Australia, Vladivostok - Brisbane",131.8747,43.1056,153.1175,-27.3842,Russia,Australia
"Russia-Australia, Vladivostok - Fremantle",131.8747,43.1056,115.7481,-32.0525,Russia,Australia
"Russia-Australia, Vladivostok - Port Hedland",131.8747,43.1056,118.574,-20.32,Russia,Australia
"Russia-Australia, Vladivostok - Darwin",131.8747,43.1056,130.8456,-12.4634,Russia,Australia
"Russia-Australia, Vladivostok - Adelaide",131.8747,43.1056,138.5056,-34.8444,Russia,Australia
"Russia-Australia, Vladivostok - Newcastle",131.8747,43.1056,151.7817,-32.9267,Russia,Australia
"Russia-China, Vladivostok - Shanghai",131.8747,43.1056,121.489,31.4064,Russia,China
"Russia-China, Vladivostok - Ningbo-Zhoushan",131.8747,43.1056,121.8107,29.9346,Russia,China
"Russia-China, Vladivostok - Shenzhen",131.8747,43.1056,113.8979,22.5618,Russia,China
"Russia-China, Vladivostok - Guangzhou",131.8747,43.1056,113.5596,23.101,Russia,China
"Russia-China, Vladivostok - Qingdao",131.8747,43.1056,120.3203,36.1069,Russia,China
"Russia-China, Vladivostok - Tianjin",131.8747,43.1056,117.7339,38.9708,Russia,China
"Russia-China, Vladivostok - Dalian",131.8747,43.1056,121.6167,38.9333,Russia,China
"Russia-China, Vladivostok - Xiamen",131.8747,43.1056,118.0648,24.4458,Russia,China
